row,column,value
261,4,5200
262,5,East Bound: 7500 / West Bound: 6200
263,5,East Bound: 5300 / West Bound: 6200
264,5,East Bound: 9000 / West Bound: 8300
265,1,234 West
266,1,415 West
266,5,East Bound: 5200 / West Bound: 7100
267,1,20 West
268,1,67 East
268,5,East Bound: 7500 / West Bound: 7200
269,1,120 East
269,5,East Bound: 6300 / West Bound: 9500
270,2,Hyde Park Blvd
270,4,9700
270,5,East Bound: 5000 / West Bound: 4700
271,2,Hyde Park Blvd
271,4,7400
272,5,East Bound: 7300 / West Bound: 7600
273,5,East Bound: 7700 / West Bound: 7600
274,1,660 West
275,1,205 East
275,5,East Bound: 7500 / West Bound: 9300
276,8,(41.774978
276,1,840 East
276,5,East Bound: 7400 / West Bound: 6800
276,7,-87.6042
277,8,(41.828474
277,4,5300
277,7,-87.65091
278,4,4200
279,4,3600
281,1,340 West
281,5,East Bound: 7800 / West Bound: 7600
282,1,268 East
282,4,7200
282,5,East Bound: 3400 / West Bound: 3800
283,1,750 East
283,4,9800
283,5,East Bound: 4600 / West Bound: 5200
284,8,(41.86686
284,6,41.86686
285,1,813 West
286,1,412 West
287,1,52 East
287,2,Roosevelt RD
288,1,125 East
288,2,24th St
288,4,700
288,5,East Bound: 400 / West Bound: 300
289,1,575 West
289,2,26TH  ST
289,4,6900
289,5,East Bound: 2500 / West Bound: 4400
290,1,140 East
290,2,26th St
290,4,7800
290,5,East Bound: 3700 / West Bound: 4100
290,6,41.84566
290,8,(41.84566
291,2,56th St
291,5,East Bound: 6500 / West Bound: 7100
292,2,57th St
293,1,771 East
293,2,60th St
293,4,2900
293,5,East Bound: 1600 / West Bound: 1300
294,2,74th St
294,5,East Bound: 4900 / West Bound: 5200
295,2,83rd Pl
295,4,1300
295,5,East Bound: 500 / West Bound: 800
296,2,85th St
296,5,East Bound: 6700 / West Bound: 5600
297,1,77 East
297,5,East Bound: 4200 / West Bound: 6300
298,1,271 East
298,5,East Bound: 4500 / West Bound: 7900
299,1,530 East
299,2,Best Dr
299,4,5600
299,5,East Bound: 2600 / West Bound: 3000
300,5,North Bound: 19000 / South Bound: 18900
301,4,6600
302,2,Midway Plaisance
302,5,East Bound: 7600 / West Bound: 5800
303,1,520 East
304,1,650 East
304,5,East Bound: 9200 / West Bound: 7100
305,4,2300
306,8,(41.87389
306,4,5300
306,5,East Bound: 2400 / West Bound: 2900
306,6,41.87389
307,4,7900
307,5,East Bound: 3500 / West Bound: 4400
308,5,East Bound: 4800 / West Bound: 5800
309,4,8800
309,5,East Bound: 4400 / West Bound: 4400
310,8,(41.87436
310,5,East Bound: 6700 / West Bound: 8300
310,6,41.87436
311,1,15 East
311,2,Harrison ST
311,4,5900
311,5,East Bound: 2500 / West Bound: 3400
311,6,41.87438
311,8,(41.87438
312,1,754 West
312,5,East Bound: 5600 / West Bound: 5400
313,8,(41.866652
313,4,4800
313,7,-87.64217
314,4,6400
314,5,North Bound: 6400 / / Oneway North Bound
315,2,Midway Plaisance
315,5,East Bound: 9200 / West Bound: 7500
316,1,830 East
316,4,4900
316,5,East Bound: 3300 / West Bound: 1600
317,1,188 West
317,2,Polk St
317,4,8900
317,5,East Bound: 5100 / West Bound: 3800
320,8,(41.74028
320,6,41.74028
320,7,-87.54538
321,4,2400
323,4,7300
325,5,North Bound: 19600 / South Bound: 18200
326,5,North Bound: 23100 / South Bound: 19900
327,8,(41.873925
327,4,7800
327,5,North Bound: 7800 / / Oneway North Bound 
327,7,-87.62919
328,2,Des Plaines St
328,4,6300
329,1,11043 South
329,4,6700
330,4,1200
332,4,1800
333,4,8200
334,2,St Lawrence Ave
334,4,5000
335,4,6200
336,2,Van Vlissingen Rd
336,4,6800
337,8,(41.873661
337,4,9100
337,7,-87.62598
338,8,(41.86832
338,6,41.86832
339,4,4200
340,8,(41.801676
340,4,8100
340,7,-87.59669
344,2,Pope John Paul II
344,4,7000
344,5,West Bound: 7000/ Oneway West Bound
345,1,742 West
345,2,Root St
345,4,3200
345,5,East Bound: 1400 / West Bound: 1800
346,4,7200
347,4,5500
348,4,3000
349,4,165200
349,5,North Bound: 86200 / South Bound: 79000
350,4,111600
350,5,North Bound: 52400 / South Bound: 59200
351,8,(41.706839
351,1,10344 South
351,5,North Bound: 11200 / South Bound: 10400
351,7,-87.55965
352,1,10250 South
352,4,6800
353,8,(41.70242
353,1,10535 South
353,4,8300
353,6,41.70242
354,1,10452 South
354,5,North Bound: 11300 / South Bound: 10700
355,1,11335 South
356,1,11201 South
356,2,Cottage Grove Ave
356,4,6700
357,1,11750 South
357,4,7800
358,1,11600 South
358,5,North Bound: 16100 / South Bound: 14200
359,1,11867 South
359,4,7000
360,8,(41.66836
360,1,12423 South
360,4,8900
360,6,41.66836
361,1,12007 South
361,4,6300
362,1,12054 South
362,4,3100
363,1,13027 South
363,4,4400
364,8,(41.659854
364,1,12940 South
364,7,-87.55928
365,1,13200 South
368,5,North Bound: 16800 / South Bound: 14900
369,2,Des Plaines St
369,4,8800
370,5,North Bound: 17100 / South Bound: 17300
371,5,East Bound: 6000 / West Bound: 6300
372,5,East Bound: 5900 / West Bound: 6600
373,5,North Bound: 18800 / South Bound: 21100
374,5,East Bound: 8100 / West Bound: 8600
375,2,55th St
376,2,Lake St
376,4,9700
376,5,East Bound: 5400 / West Bound: 4300
378,8,(41.90128
378,5,North Bound: 18700 / South Bound: 19100
378,6,41.90128
380,5,North Bound: 10700 / South Bound: 12000
381,8,(41.877113
381,4,9800
381,5,East Bound: 4100 / West Bound: 5700
381,7,-87.77081
382,5,East Bound: 4600 / West Bound: 6200
383,2,Lake St
383,4,7100
383,5,East Bound: 3600 / West Bound: 3500
384,5,East Bound: 6400 / West Bound: 5800
386,8,(41.931174
386,7,-87.77358
388,2,106th St
388,5,East Bound: 9900 / West Bound: 6600
389,8,(41.65732
389,1,13101 South
389,6,41.65732
390,8,(41.651861
390,2,134th St
390,4,4700
390,5,East Bound: 2500 / West Bound: 2200
390,7,-87.54501
391,8,(41.93269
391,6,41.93269
392,8,(41.9477
392,1,618 West
392,5,East Bound: 6100 / West Bound: 5500
392,6,41.9477
394,8,(41.97914
394,6,41.97914
395,2,26th St
396,2,51st St
397,2,47th St
398,5,East Bound: 7600 / West Bound: 6600
400,8,(41.81567
400,2,43rd St
400,4,4200
400,6,41.81567
401,5,East Bound: 6500 / West Bound: 5800
402,2,16th St
402,4,9500
402,5,East Bound: 4400 / West Bound: 5100
403,8,(41.95327
403,2,Irving Park Rd
403,6,41.95327
406,5,East Bound: 5800 / West Bound: 6000
407,5,East Bound: 7800 / West Bound: 7800
408,2,Wrightwood Ave
408,5,East Bound: 4900 / West Bound: 5700
409,8,(41.9753
409,6,41.9753
413,5,East Bound: 6300 / West Bound: 6400
415,4,6500
415,5,East Bound: 3600 / West Bound: 2900
416,1,54 West
417,1,51 West
418,8,(42.00544
418,4,7100
418,5,East Bound: 3900 / West Bound: 3200
418,6,42.00544
419,1,105 West
420,1,711 East
420,2,111th St
420,5,East Bound: 7500 / West Bound: 9000
423,8,(41.895971
423,5,East Bound: 9000 / West Bound: 8400
423,7,-87.67335
424,8,(41.87691
424,1,25 West
424,4,7400
424,6,41.87691
425,1,19 West
425,5,East Bound: 10100 / / Oneway East Bound 
426,1,15 West
427,1,30 East
427,5,East Bound: 13000 / / Oneway East Bound 
428,1,15 West
429,1,10 West
429,2,Lake St
429,5,East Bound: 13700 / / Oneway East Bound
430,1,27 West
430,5,East Bound: 14300 / / Oneway East Bound 
431,1,24 West
432,2,California Ave
433,2,112th St
433,4,7700
433,5,East Bound: 4600 / West Bound: 3100
434,2,111th St
435,1,738 West
435,2,107th St
435,5,East Bound: 5100 / West Bound: 5800
436,2,79th St
437,5,East Bound: 8300 / West Bound: 9700
438,2,63rd St
440,2,55th St
441,2,47th St
442,2,47th St
443,2,35th St
443,5,East Bound: 4800 / West Bound: 6800
444,2,16th St
444,4,2900
444,5,East Bound: 1500 / West Bound: 1400
445,2,Lake St
445,5,East Bound: 6600 / West Bound: 9500
446,5,East Bound: 6600 / West Bound: 5300
447,1,500 West
447,5,East Bound: 8600 / West Bound: 9900
449,5,East Bound: 5400 / West Bound: 5700
452,5,East Bound: 7200 / West Bound: 7300
453,8,(41.990343
453,7,-87.71242
457,5,East Bound: 6600 / West Bound: 6700
458,4,4900
458,5,East Bound: 3300 / West Bound: 1600
459,4,5500
459,5,East Bound: 5500 / / Oneway East Bound 
460,4,6600
460,5,East Bound: 6600 / / Oneway East Bound 
461,1,350 East
461,5,East Bound: 8900 / West Bound: 8700
462,8,(41.87878
462,4,3500
462,6,41.87878
463,4,3400
463,5,East Bound: 1700 / West Bound: 1700
464,8,(41.88074
464,5,East Bound: 9600 / West Bound: 9700
464,6,41.88074
465,2,Lake St
465,4,9400
465,5,East Bound: 3700 / West Bound: 5700
466,2,Lake St
466,4,5700
466,5,East Bound: 3000 / West Bound: 2700
467,1,10 East
467,5,East Bound: 12700 / / Oneway East Bound 
468,4,6500
469,8,(41.881177
469,5,East Bound: 5100 / West Bound: 8100
469,7,-87.6854
470,2,Lake St
470,4,6900
470,5,East Bound: 3400 / West Bound: 3500
471,4,3900
471,5,East Bound: 1700 / West Bound: 2200
472,5,East Bound: 9700 / West Bound: 9900
473,1,777 West
474,5,East Bound: 8100 / West Bound: 9000
475,5,East Bound: 8000 / West Bound: 8900
476,8,(41.90103
476,5,East Bound: 7900 / West Bound: 7800
476,6,41.90103
477,5,East Bound: 8100 / West Bound: 8500
478,8,(41.903211
478,7,-87.67591
479,8,(41.899743
479,5,East Bound: 6200 / West Bound: 6600
479,7,-87.66515
480,8,(41.89675
480,1,161 East
480,5,East Bound: 9700 / West Bound: 8400
480,6,41.89675
481,1,303 East
481,5,East Bound: 6800 / West Bound: 5100
482,1,206 West
483,5,North Bound: 13700 / South Bound: 11300
484,8,(41.923102
484,5,East Bound: 7500 / West Bound: 7300
484,7,-87.7871
485,4,9700
485,5,East Bound: 4200 / West Bound: 5500
486,8,(41.92398
486,6,41.92398
487,1,740 West
487,5,East Bound: 7200 / West Bound: 5700
488,1,662 West
489,1,624 West
490,1,250 West
490,2,127th St
491,1,446 West
491,2,119th St
491,5,East Bound: 6000 / West Bound: 5500
491,6,41.6779
491,7,-87.63412
491,8,(41.6779
492,2,31st St
493,5,East Bound: 7600 / West Bound: 9900
494,5,North Bound: 11500 / / Oneway North Bound 
495,5,North Bound: 16200 / South Bound: 17400
496,5,East Bound: 5100 / West Bound: 5400
497,2,31st St
498,5,North Bound: 19400 / South Bound: 21300
499,4,7700
500,2,Des Plaines St
500,4,6300
503,8,(41.87909
503,5,South Bound: 11600/ Oneway South Bound 
503,6,41.87909
504,5,South Bound: 16500/ Oneway South Bound 
505,5,North Bound: 17900 / / Oneway North Bound 
508,1,603 West
508,5,East Bound: 13800 / / Oneway East Bound 
509,2,63rd St
510,2,59th St
512,4,7800
512,5,East Bound: 4300 / West Bound: 3500
513,8,(41.837394
513,2,31st St
513,5,East Bound: 8800 / West Bound: 8900
513,7,-87.696
514,4,5900
515,4,8200
515,5,West Bound: 8200/ Oneway West Bound
516,2,Wrightwood Ave
516,5,East Bound: 4500 / West Bound: 5500
518,2,103rd St
519,1,650 West
519,5,East Bound: 19000 / / Oneway East Bound 
521,5,East Bound: 7600 / West Bound: 3900
522,2,31st St
525,5,East Bound: 9700 / West Bound: 9000
528,1,155 West
529,5,North Bound: 13900 / South Bound: 13700
530,5,North Bound: 16900 / South Bound: 21400
532,2,California Ave
534,8,(41.69184
534,2,111th St
534,6,41.69184
535,5,North Bound: 16800 / South Bound: 16900
536,5,North Bound: 12100 / South Bound: 12100
537,1,49 South
537,4,9100
537,5,North Bound: 9100 / / Oneway North Bound
538,1,909 West
539,1,158 East
539,2,107th St
539,4,8000
539,5,East Bound: 3600 / West Bound: 4400
539,6,41.69994
539,8,(41.69994
540,1,350 East
540,2,111th St
540,5,East Bound: 5600 / West Bound: 6600
542,8,(41.98293
542,4,8900
542,5,East Bound: 3800 / West Bound: 5100
542,6,41.98293
542,7,-87.77077
543,1,11810 South
543,5,North Bound: 11300 / South Bound: 12300
544,1,11027 South
544,5,North Bound: 15900 / South Bound: 17000
545,8,(41.68508
545,1,11450 South
545,6,41.68508
547,2,Cottage Grove Ave
547,5,North Bound: 12600 / South Bound: 11800
548,4,9700
549,5,North Bound: 10600 / South Bound: 10700
550,5,North Bound: 22700 / South Bound: 23900
551,8,(41.75174
551,2,Cottage Grove Ave
551,5,North Bound: 13700 / South Bound: 13600
551,6,41.75174
553,5,North Bound: 13800 / South Bound: 12200
554,8,(41.779921
554,5,North Bound: 30400 / South Bound: 29500
554,7,-87.74234
555,5,North Bound: 27500 / South Bound: 24800
556,5,North Bound: 13100 / South Bound: 11100
557,5,North Bound: 18300 / South Bound: 17700
558,5,North Bound: 14200 / South Bound: 13200
559,5,North Bound: 37700 / South Bound: 33500
560,5,North Bound: 12500 / South Bound: 11800
561,2,California Ave
563,5,North Bound: 16400 / South Bound: 16900
564,5,North Bound: 14600 / South Bound: 14600
565,8,(41.80897
565,2,California Ave
565,5,North Bound: 10600 / South Bound: 10200
565,6,41.80897
566,8,(41.82387
566,5,North Bound: 12200 / South Bound: 13600
566,6,41.82387
567,4,9600
568,5,North Bound: 12500 / South Bound: 12900
569,2,California Ave
569,5,North Bound: 11800 / South Bound: 11600
570,4,3200
572,2,California Ave
573,5,North Bound: 12800 / South Bound: 11900
575,5,North Bound: 11600 / South Bound: 10100
576,2,Sacramento Ave
577,8,(41.914325
577,7,-87.71182
578,5,North Bound: 10900 / South Bound: 14500
580,1,857 West
580,5,North Bound: 11900 / South Bound: 12900
581,5,North Bound: 14100 / South Bound: 16600
584,8,(41.911129
584,7,-87.72637
585,8,(41.91094
585,6,41.91094
586,2,Narragansett Ave
587,8,(41.923557
587,7,-87.80624
588,8,(41.92573
